URL,Search,Entity type,Entity ID,Event count,Event count
https://sacrd.org/directory/subcategory/dental-care?zipcode=78214,,program,1075,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78228,,program,1107,2,2
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78228,,program,1097,3,3
https://sacrd.org/directory/subcategory/dental-care?zipcode=78207,,program,1052,1,1
https://sacrd.org/directory/subcategory/mental-healthcare?zipcode=78203,,program,1004,2,2
https://sacrd.org/directory/subcategory/community-garden?zipcode=78211,,program,1111,2,2
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78218,,program,1101,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78237,,program,1030,2,2
https://sacrd.org/directory/organization?zipcode=78218,,program,1071,5,5
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78202,,program,1117,2,2
https://sacrd.org/directory/organization?zipcode=78211,,program,1016,1,1
https://sacrd.org/directory/subcategory/childcare?zipcode=78202,,program,1021,3,3
https://sacrd.org/directory/organization?zipcode=78202,,program,1004,1,1
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78237,,program,1102,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78218,,program,1053,1,1
https://sacrd.org/directory/organization?zipcode=78211,,program,1037,3,3
https://sacrd.org/directory/subcategory/free-meals?zipcode=78207,,program,1066,3,3
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78228,,program,1083,1,1
https://sacrd.org/directory/organization?zipcode=78237,,program,1026,5,5
https://sacrd.org/directory/subcategory/free-meals?zipcode=78210,,program,1066,1,1
https://sacrd.org/directory/organization?zipcode=78205,,program,1042,2,2
https://sacrd.org/directory/subcategory/childcare?zipcode=78203,,program,1021,3,3
https://sacrd.org/directory/subcategory/childcare?zipcode=78201,,program,1040,1,1
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78202,,program,1000,1,1
https://sacrd.org/directory/subcategory/clothing?zipcode=78202,,program,1068,1,1
https://sacrd.org/directory/subcategory/youth-programs?zipcode=78228,,program,1059,1,1
https://sacrd.org/directory/organization?zipcode=78237,,program,1071,1,1
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78201,,program,1118,1,1
https://sacrd.org/directory/organization?zipcode=78211,,program,1074,1,1
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78211,,program,1032,2,2
https://sacrd.org/directory/subcategory/job-training?zipcode=78205,,program,1009,1,1
https://sacrd.org/directory/subcategory/free-meals?zipcode=78205,,program,1035,2,2
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78203,,program,1102,2,2
https://sacrd.org/directory/subcategory/clothing?zipcode=78211,,program,1042,3,3
https://sacrd.org/directory/organization?zipcode=78228,,program,1035,2,2
https://sacrd.org/directory/organization?zipcode=78228,,program,1085,1,1
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78201,,program,1100,1,1
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78228,,program,1018,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78201,,program,1041,5,5
https://sacrd.org/directory/organization?zipcode=78203,,program,1065,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78214,,program,1041,3,3
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78205,,program,1071,3,3
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78214,,program,1045,2,2
https://sacrd.org/directory/organization?zipcode=78218,,program,1010,3,3
https://sacrd.org/directory/organization?zipcode=78203,,program,1081,2,2
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78211,,program,1071,2,2
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78207,,program,1087,3,3
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78237,,program,1044,3,3
https://sacrd.org/directory/subcategory/mental-healthcare?zipcode=78214,,program,1098,2,2
https://sacrd.org/directory/subcategory/mental-healthcare?zipcode=78205,,program,1078,5,5
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78205,,program,1048,5,5
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78201,,program,1025,2,2
https://sacrd.org/directory/subcategory/dental-care?zipcode=78201,,program,1075,1,1
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78210,,program,1117,5,5
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78228,,program,1034,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78214,,program,1050,2,2
https://sacrd.org/directory/subcategory/free-meals?zipcode=78207,,program,1035,5,5
https://sacrd.org/directory/organization?zipcode=78201,,program,1110,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78228,,program,1080,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78237,,program,1096,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78210,,program,1003,2,2
https://sacrd.org/directory/organization?zipcode=78203,,program,1111,1,1
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78202,,program,1007,2,2
https://sacrd.org/directory/organization?zipcode=78210,,program,1012,1,1
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78205,,program,1083,1,1
https://sacrd.org/directory/organization?zipcode=78237,,program,1108,3,3
https://sacrd.org/directory/organization?zipcode=78203,,program,1115,2,2
https://sacrd.org/directory/subcategory/free-meals?zipcode=78210,,program,1066,2,2
https://sacrd.org/directory/subcategory/community-garden?zipcode=78211,,program,1107,1,1
https://sacrd.org/directory/organization?zipcode=78205,,program,1105,1,1
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78207,,program,1010,1,1
