URL,Search,Entity type,Entity ID,Method,Event count,Event count
https://sacrd.org/directory/search?s=comida&zipcode=78203,comida,org,11,phone,2,2
https://sacrd.org/directory/organization?zipcode=78202,,prog,1035,see-more,3,3
https://sacrd.org/directory/organization?zipcode=78210,,program,1035,website,8,8
https://sacrd.org/directory/search?s=free+meals&zipcode=78207,free meals,iframe,17,phone,8,8
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78205,,prog,1081,phone,1,1
https://sacrd.org/directory/search?s=job+training&zipcode=78237,job training,program,1040,see-more,1,1
https://sacrd.org/directory/subcategory/free-meals?zipcode=78214,,program,1110,see-more,1,1
https://sacrd.org/directory/organization?zipcode=78203,,org,15,-,2,2
https://sacrd.org/directory/search?s=housing+help&zipcode=78214,housing help,program,1009,phone,1,1
https://sacrd.org/directory/organization?zipcode=78218,,org,6,website,1,1
https://sacrd.org/directory/search?s=childcare&zipcode=78237,childcare,iframe,42,website,1,1
https://sacrd.org/directory/organization?zipcode=78214,,org,5,click,2,2
https://sacrd.org/directory/organization?zipcode=78211,,prog,1063,website,2,2
https://sacrd.org/directory/subcategory/mental-healthcare?zipcode=78237,,program,1004,email,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78211,,program,1047,phone,8,8
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78201,dental clinic,program,1005,see-more,2,2
https://sacrd.org/directory/search?s=job+training&zipcode=78237,job training,org,9,click,5,5
https://sacrd.org/directory/organization?zipcode=78201,,org,8,phone,5,5
https://sacrd.org/directory/subcategory/youth-programs?zipcode=78228,,program,1016,website,3,3
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78202,,program,1099,-,2,2
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78228,,program,1054,see-more,2,2
https://sacrd.org/directory/subcategory/free-meals?zipcode=78210,,program,1069,click,3,3
https://sacrd.org/directory/subcategory/clothing?zipcode=78228,,program,1042,see-more,1,1
https://sacrd.org/directory/subcategory/counseling?zipcode=78203,,program,1005,see-more,2,2
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78203,,program,1000,see-more,2,2
https://sacrd.org/directory/search?s=grocery+help&zipcode=78207,grocery help,program,1098,see-more,1,1
https://sacrd.org/directory/subcategory/mental-healthcare?zipcode=78214,,program,1078,see-more,2,2
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78202,,prog,1044,click,1,1
https://sacrd.org/embed/widget?zipcode=78218,,iframe,40,email,2,2
https://sacrd.org/directory/search?s=food+pantry&zipcode=78214,food pantry,org,11,click,1,1
https://sacrd.org/directory/search?s=food+pantry&zipcode=78203,food pantry,prog,1060,-,2,2
https://sacrd.org/directory/organization?zipcode=78207,,program,1104,-,1,1
https://sacrd.org/directory/search?s=food+pantry&zipcode=78201,food pantry,org,3,phone,2,2
https://sacrd.org/directory/organization?zipcode=78202,,org,12,email,1,1
https://sacrd.org/directory/organization?zipcode=78205,,org,15,-,1,1
https://sacrd.org/directory/search?s=community+garden&zipcode=78202,community garden,program,1030,email,2,2
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78211,,program,1058,phone,3,3
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78237,,program,1051,-,1,1
https://sacrd.org/directory/organization?zipcode=78202,,org,7,website,1,1
https://sacrd.org/directory/organization?zipcode=78207,,prog,1081,email,8,8
https://sacrd.org/directory/search?s=community+garden&zipcode=78205,community garden,program,1062,phone,1,1
https://sacrd.org/directory/search?s=food+delivery&zipcode=78211,food delivery,org,4,email,1,1
https://sacrd.org/directory/organization?zipcode=78228,,org,15,-,1,1
https://sacrd.org/directory/subcategory/youth-programs?zipcode=78201,,program,1085,phone,3,3
https://sacrd.org/directory/organization?zipcode=78202,,program,1094,phone,5,5
https://sacrd.org/directory/subcategory/senior-programs?zipcode=78203,,program,1013,click,3,3
https://sacrd.org/directory/organization?zipcode=78228,,org,1,phone,3,3
https://sacrd.org/directory/subcategory/community-garden?zipcode=78211,,program,1080,see-more,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78210,,program,1041,email,3,3
https://sacrd.org/directory/organization?zipcode=78237,,program,1094,see-more,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78201,,program,1105,see-more,2,2
https://sacrd.org/directory/search?s=free+meals&zipcode=78202,free meals,prog,1017,see-more,2,2
https://sacrd.org/directory/search?s=housing+help&zipcode=78228,housing help,org,11,click,1,1
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78207,,program,1006,phone,2,2
https://sacrd.org/directory/organization?zipcode=78202,,program,1091,website,3,3
https://sacrd.org/directory/subcategory/financial-education?zipcode=78202,,program,1011,website,8,8
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78202,nutrition class,program,1117,email,8,8
https://sacrd.org/directory/organization?zipcode=78201,,program,1069,phone,1,1
https://sacrd.org/directory/search?s=childcare&zipcode=78237,childcare,program,1002,see-more,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78228,,program,1041,email,3,3
https://sacrd.org/directory/search?s=community+garden&zipcode=78214,community garden,program,1047,website,8,8
https://sacrd.org/directory/search?s=childcare&zipcode=78201,childcare,program,1026,website,1,1
https://sacrd.org/directory/organization?zipcode=78203,,org,11,click,1,1
https://sacrd.org/directory/subcategory/childcare?zipcode=78202,,program,1021,click,2,2
https://sacrd.org/directory/subcategory/emergency-food?zipcode=78201,,prog,1018,click,2,2
https://sacrd.org/directory/organization?zipcode=78202,,org,6,click,5,5
https://sacrd.org/directory/organization?zipcode=78210,,program,1069,see-more,1,1
https://sacrd.org/embed/widget?zipcode=78207,,iframe,49,email,2,2
https://sacrd.org/directory/organization?zipcode=78228,,org,15,see-more,1,1
https://sacrd.org/directory/organization?zipcode=78214,,org,3,-,1,1
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78211,dental clinic,prog,1058,click,2,2
https://sacrd.org/directory/search?s=food+pantry&zipcode=78205,food pantry,org,13,-,2,2
https://sacrd.org/directory/subcategory/help-pay-for-food?zipcode=78214,,prog,1065,email,2,2
https://sacrd.org/directory/organization?zipcode=78201,,org,6,see-more,5,5
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78210,,program,1054,email,1,1
https://sacrd.org/directory/organization?zipcode=78214,,org,7,website,1,1
https://sacrd.org/directory/search?s=job+training&zipcode=78211,job training,org,7,email,1,1
https://sacrd.org/directory/search?s=job+training&zipcode=78205,job training,program,1067,phone,1,1
https://sacrd.org/directory/subcategory/free-meals?zipcode=78211,,prog,1027,click,1,1
https://sacrd.org/directory/organization?zipcode=78211,,program,1045,email,3,3
https://sacrd.org/directory/subcategory/childcare?zipcode=78205,,program,1040,see-more,2,2
https://sacrd.org/directory/subcategory/free-meals?zipcode=78237,,prog,1027,click,1,1
https://sacrd.org/directory/organization?zipcode=78207,,program,1076,email,1,1
https://sacrd.org/directory/organization?zipcode=78207,,prog,1116,see-more,2,2
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78207,,program,1048,website,1,1
https://sacrd.org/directory/search?s=dental+clinic&zipcode=78207,dental clinic,program,1045,-,2,2
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78237,,program,1026,see-more,3,3
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78207,,prog,1012,click,1,1
https://sacrd.org/directory/subcategory/dental-care?zipcode=78218,,program,1052,-,1,1
https://sacrd.org/directory/subcategory/senior-programs?zipcode=78218,,program,1094,email,3,3
https://sacrd.org/directory/search?s=community+garden&zipcode=78218,community garden,org,13,-,1,1
https://sacrd.org/directory/organization?zipcode=78203,,org,8,see-more,1,1
https://sacrd.org/directory/organization?zipcode=78214,,org,10,website,1,1
https://sacrd.org/directory/subcategory/free-meals?zipcode=78207,,program,1028,see-more,1,1
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78203,,program,1054,-,1,1
https://sacrd.org/directory/search?s=food+pantry&zipcode=78214,food pantry,org,2,see-more,2,2
https://sacrd.org/directory/subcategory/counseling?zipcode=78201,,program,1005,-,3,3
https://sacrd.org/directory/search?s=grocery+help&zipcode=78228,grocery help,program,1023,see-more,5,5
https://sacrd.org/directory/organization?zipcode=78228,,program,1085,email,2,2
https://sacrd.org/directory/search?s=nutrition+class&zipcode=78202,nutrition class,org,13,see-more,1,1
