URL,Search,Entity type,Entity ID,Event count,Event count
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78201,,program,1020,1,1
https://sacrd.org/directory/subcategory/mental-healthcare?zipcode=78210,,program,1056,1,1
https://sacrd.org/directory/organization?zipcode=78237,,program,1043,3,3
https://sacrd.org/directory/subcategory/youth-programs?zipcode=78237,,program,1059,1,1
https://sacrd.org/directory/organization?zipcode=78211,,program,1053,2,2
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78210,,program,1101,5,5
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78203,,program,1079,2,2
https://sacrd.org/directory/subcategory/youth-programs?zipcode=78202,,program,1085,1,1
https://sacrd.org/directory/subcategory/free-meals?zipcode=78203,,program,1077,3,3
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78214,,program,1038,2,2
https://sacrd.org/directory/organization?zipcode=78201,,program,1045,1,1
https://sacrd.org/directory/organization?zipcode=78203,,program,1022,3,3
https://sacrd.org/directory/subcategory/job-training?zipcode=78201,,program,1103,1,1
https://sacrd.org/directory/subcategory/community-garden?zipcode=78228,,program,1029,1,1
https://sacrd.org/directory/organization?zipcode=78207,,program,1043,3,3
https://sacrd.org/directory/organization?zipcode=78218,,program,1034,3,3
https://sacrd.org/directory/subcategory/free-meals?zipcode=78218,,program,1077,2,2
https://sacrd.org/directory/subcategory/transportation-assistance?zipcode=78214,,program,1102,3,3
https://sacrd.org/directory/organization?zipcode=78202,,program,1013,2,2
https://sacrd.org/directory/subcategory/community-garden?zipcode=78202,,program,1105,2,2
https://sacrd.org/directory/subcategory/community-garden?zipcode=78203,,program,1080,1,1
https://sacrd.org/directory/organization?zipcode=78210,,program,1020,2,2
https://sacrd.org/directory/organization?zipcode=78218,,program,1063,1,1
https://sacrd.org/directory/subcategory/financial-education?zipcode=78237,,program,1046,1,1
https://sacrd.org/directory/organization?zipcode=78205,,program,1056,3,3
https://sacrd.org/directory/organization?zipcode=78201,,program,1031,1,1
https://sacrd.org/directory/subcategory/food-pantry?zipcode=78207,,program,1064,1,1
https://sacrd.org/directory/subcategory/financial-education?zipcode=78211,,program,1046,1,1
https://sacrd.org/directory/organization?zipcode=78218,,program,1053,1,1
https://sacrd.org/directory/organization?zipcode=78211,,program,1052,3,3
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78218,,program,1101,5,5
https://sacrd.org/directory/organization?zipcode=78214,,program,1018,2,2
https://sacrd.org/directory/subcategory/community-garden?zipcode=78218,,program,1008,1,1
https://sacrd.org/directory/subcategory/senior-programs?zipcode=78203,,program,1055,3,3
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78237,,program,1118,5,5
https://sacrd.org/directory/organization?zipcode=78201,,program,1080,3,3
https://sacrd.org/directory/subcategory/community-garden?zipcode=78218,,program,1037,3,3
https://sacrd.org/directory/subcategory/community-garden?zipcode=78218,,program,1111,2,2
https://sacrd.org/directory/organization?zipcode=78210,,program,1001,5,5
https://sacrd.org/directory/subcategory/nutrition-education?zipcode=78228,,program,1117,1,1
https://sacrd.org/directory/organization?zipcode=78237,,program,1026,2,2
https://sacrd.org/directory/subcategory/food-delivery?zipcode=78228,,program,1083,1,1
https://sacrd.org/directory/organization?zipcode=78237,,program,1051,3,3
https://sacrd.org/directory/subcategory/mental-healthcare?zipcode=78202,,program,1004,1,1
https://sacrd.org/directory/organization?zipcode=78203,,program,1066,1,1
https://sacrd.org/directory/subcategory/help-pay-for-food?zipcode=78202,,program,1065,2,2
https://sacrd.org/directory/subcategory/affordable-fresh-food?zipcode=78237,,program,1020,3,3
https://sacrd.org/directory/subcategory/dental-care?zipcode=78218,,program,1075,3,3
